mileage,manufactured-year,engine-size,owners,price,make
18607.0,2018,1.6,,9650.0,Suzuki
49091.0,2015,1.0,1,8950.0,Audi
81000.0,2005,1.6,4,1490.0,MINI
26513.0,2017,1.5,2,12995.0,Nissan
42451.0,2016,1.5,,8000.0,Nissan
86644.0,2017,3.5,2,25000.0,Lexus
148000.0,2007,1.9,4,850.0,Volkswagen
94000.0,2015,1.6,2,4500.0,Vauxhall
16310.0,2019,1.2,,10300.0,Citroen
16000.0,2018,1.4,,8350.0,Fiat
42885.0,2015,1.6,2,6450.0,Vauxhall
18300.0,2015,1.2,1,7450.0,Citroen
64654.0,2012,1.5,5,7000.0,Nissan
2852.0,2018,1.2,1,11495.0,Nissan
1570.0,2020,0.9,,10600.0,Renault
29063.0,2016,1.6,,11650.0,Kia
27000.0,2016,1.7,,13500.0,Kia
17140.0,2017,2.0,,13990.0,MINI
45000.0,2014,2.0,3,8000.0,Audi
31048.0,2016,1.25,2,6495.0,Kia
16132.0,2016,1.4,4,9995.0,Fiat
31474.0,2014,1.2,,5950.0,Renault
19416.0,2017,1.2,1,8500.0,MINI
42885.0,2015,1.6,2,6450.0,Vauxhall
48324.0,2013,1.6,2,5600.0,Toyota
45573.0,2012,2.2,,6150.0,Vauxhall
82894.0,2010,1.6,2,2395.0,Peugeot
22900.0,2016,1.4,2,8495.0,Vauxhall
2630.0,2020,1.0,,20995.0,Hyundai
43517.0,2014,1.4,,6950.0,Vauxhall
49331.0,2014,1.0,,4900.0,Toyota
8341.0,2019,1.4,,10248.0,Vauxhall
62278.0,2017,2.0,,12450.0,BMW
38046.0,2017,1.4,,8100.0,Vauxhall
102000.0,2013,1.3,4,2800.0,Fiat
68000.0,2009,1.9,1,3350.0,SEAT
51514.0,2016,1.6,1,7500.0,SEAT
62165.0,2011,1.2,,3150.0,Vauxhall
46000.0,2016,1.4,,6195.0,Vauxhall
24216.0,2015,1.6,2,6900.0,Vauxhall
17233.0,2015,1.0,,5450.0,Vauxhall
43946.0,2017,1.4,1,6300.0,Vauxhall
24643.0,2014,1.2,1,5295.0,Nissan
111560.0,2006,1.2,2,995.0,Honda
89000.0,2007,2.0,5,1850.0,Volkswagen
50056.0,2013,1.2,4,2199.0,Chrysler
47606.0,2013,1.6,,6850.0,MINI
59084.0,2007,3.2,6,7499.0,Alfa Romeo
7000.0,2018,1.0,,6800.0,Hyundai
46000.0,2016,1.4,,6195.0,Vauxhall
62165.0,2011,1.2,,3150.0,Vauxhall
135000.0,2010,2.0,,4700.0,Audi
26215.0,2017,1.5,,13000.0,Ford
26010.0,2017,1.5,,5800.0,MG
10226.0,2017,1.5,1,9990.0,Toyota
65000.0,2007,0.8,,850.0,Chevrolet
48313.0,2015,1.0,,5290.0,Toyota
115000.0,2005,1.6,5,750.0,Volkswagen
23128.0,2014,1.2,1,9995.0,Nissan
67544.0,2007,2.2,4,3100.0,Lexus
20458.0,2018,0.9,,8650.0,Nissan
43000.0,2017,1.4,,7220.0,Vauxhall
46567.0,2013,1.8,1,5500.0,Toyota
155000.0,2008,1.5,5,795.0,Kia
63418.0,2010,3.0,3,8995.0,Mercedes-Benz
32310.0,2018,1.6,,10200.0,Citroen
24786.0,2019,1.2,,9195.0,Peugeot
73000.0,2015,1.6,,4950.0,Suzuki
133508.0,2009,2.0,,3695.0,Subaru
109000.0,2004,2.5,5,2195.0,Jaguar
38709.0,2014,1.6,,6400.0,Peugeot
85500.0,2011,1.4,1,3550.0,Alfa Romeo
24060.0,2017,1.2,,12150.0,Nissan
120000.0,2009,1.9,,1690.0,Saab
37500.0,2013,1.2,,4300.0,Citroen
37500.0,2013,1.2,,4300.0,Citroen
35867.0,2018,1.5,1,10995.0,MINI
19253.0,2017,1.4,3,9495.0,Fiat
60000.0,2010,1.5,2,2995.0,Renault
29920.0,2017,1.4,,6850.0,Vauxhall
69000.0,2011,1.8,2,5999.0,Audi
16293.0,2019,1.6,,15000.0,Hyundai
44000.0,2016,1.6,1,8000.0,Honda
66863.0,2014,1.7,,7600.0,Kia
79164.0,2013,1.6,4,4295.0,SEAT
59412.0,2014,1.6,3,7415.0,Vauxhall
83098.0,2009,1.3,,1290.0,Mazda
51002.0,2016,1.4,,5350.0,Vauxhall
20337.0,2017,1.2,1,5990.0,Citroen
48744.0,2013,1.0,3,2250.0,Citroen
29723.0,2017,1.2,2,8995.0,Renault
44463.0,2018,1.6,,10100.0,Hyundai
77060.0,2008,2.0,2,3495.0,Volkswagen
62940.0,2013,2.0,2,10995.0,Volkswagen
34296.0,2018,1.0,,9000.0,Hyundai
80000.0,2008,1.1,5,999.0,Kia
16132.0,2018,1.6,1,12995.0,Nissan
20563.0,2016,1.0,3,6500.0,Smart
43232.0,2018,1.2,2,10495.0,Renault
99900.0,2010,1.6,,2691.0,Peugeot
20337.0,2017,1.2,1,5990.0,Citroen
17798.0,2018,1.0,,9850.0,Volkswagen
42302.0,2014,1.8,,6000.0,Vauxhall
23421.0,2018,1.4,,9500.0,Vauxhall
87000.0,2012,1.25,3,3295.0,Ford
51810.0,2014,1.8,2,10695.0,Toyota
43196.0,2015,1.6,,6800.0,SKODA
91422.0,1991,1.6,5,3800.0,Mazda
73000.0,2011,1.4,3,3495.0,Vauxhall
77948.0,2016,2.0,1,9995.0,Jaguar
69500.0,2012,1.2,,2450.0,Nissan
125000.0,2004,1.9,,895.0,Volkswagen
20337.0,2017,1.2,1,5990.0,Citroen
44000.0,2014,1.5,3,5499.0,Nissan
24576.0,2017,1.1,,7550.0,Ford
131600.0,2008,2.0,1,2850.0,Audi
2715.0,2020,1.0,,11000.0,Hyundai
56587.0,2015,1.6,2,9995.0,Honda
105000.0,2007,1.2,4,990.0,Fiat
70020.0,2010,1.6,,3495.0,Peugeot
98000.0,2010,3.0,2,11999.0,Audi
124682.0,2006,2.0,,3995.0,Volkswagen
18406.0,2017,1.5,2,7495.0,Dacia
29000.0,2009,1.2,,1995.0,Ford
83098.0,2009,1.3,,1290.0,Mazda
37500.0,2013,1.2,,4300.0,Citroen
44000.0,2014,1.5,3,5499.0,Nissan
4560.0,2011,2.0,,9990.0,MINI
66000.0,2014,1.2,3,6695.0,Volkswagen
81000.0,2007,2.0,4,3790.0,BMW
12305.0,2018,1.6,,14555.0,Hyundai
22212.0,2017,1.6,,12599.0,Hyundai
25445.0,2017,1.2,1,8995.0,SEAT
12381.0,2017,1.2,1,11995.0,Nissan
26309.0,2016,1.0,,5350.0,Vauxhall
57000.0,2011,1.0,2,2799.0,Vauxhall
63000.0,2008,1.0,,4295.0,Smart
44000.0,2014,1.5,3,5499.0,Nissan
51002.0,2016,1.4,,5350.0,Vauxhall
17063.0,2014,0.9,1,5990.0,Alfa Romeo
30000.0,2016,1.9,2,4995.0,MG
140000.0,2005,1.9,8,1990.0,Volkswagen
33475.0,2017,1.2,,6600.0,Peugeot
123000.0,2010,1.4,4,4000.0,Volkswagen
57196.0,2016,1.6,1,7600.0,Mitsubishi
89000.0,2010,1.2,2,1999.0,Hyundai
565.0,2018,1.1,1,8800.0,Ford
48470.0,2013,2.0,,8800.0,Mazda
84543.0,2007,1.4,,1650.0,Honda
120000.0,2009,1.9,,1690.0,Saab
20337.0,2017,1.2,1,5990.0,Citroen
37500.0,2013,1.2,,4300.0,Citroen
64545.0,2013,2.0,3,10495.0,Audi
30000.0,2012,1.1,,1500.0,Mitsubishi
40171.0,2015,1.2,,6800.0,Peugeot
28641.0,2014,1.33,3,5795.0,Toyota
68250.0,2013,0.9,3,4000.0,Fiat
86698.0,2009,1.6,5,849.0,Peugeot
30242.0,2018,1.4,,6800.0,Vauxhall
6692.0,2019,1.2,2,8500.0,Fiat
21946.0,2016,1.2,,6800.0,Peugeot
47000.0,2014,1.25,3,4299.0,Ford
62000.0,2002,1.0,,991.0,Nissan
35884.0,2017,1.6,1,7400.0,Fiat
37500.0,2013,1.2,,4300.0,Citroen
18000.0,2012,1.0,,4985.0,Smart
50000.0,2016,1.4,,5350.0,Vauxhall
11601.0,2018,1.0,,9495.0,Nissan
1839.0,2019,1.0,1,9790.0,Toyota
26946.0,2016,1.4,,6700.0,Vauxhall
79000.0,2008,1.4,3,1995.0,Volkswagen
50271.0,2015,2.0,2,13995.0,Audi
86644.0,2017,3.5,,25000.0,Lexus
28000.0,2017,1.2,,11650.0,Nissan
26666.0,2017,1.6,,12000.0,Hyundai
83098.0,2009,1.3,,1290.0,Mazda
37500.0,2013,1.2,,4300.0,Citroen
17798.0,2018,1.0,,9850.0,Volkswagen
23000.0,2017,1.4,,5650.0,Vauxhall
12474.0,2018,1.5,,10450.0,Vauxhall
54000.0,2015,1.4,1,7300.0,Vauxhall
38036.0,2015,1.0,,6250.0,Volkswagen
20084.0,2017,1.0,,6550.0,Hyundai
56892.0,2017,1.2,,5700.0,Peugeot
80700.0,2008,2.0,3,3250.0,Volvo
12043.0,2019,1.5,1,21999.0,Mercedes-Benz
25497.0,2018,1.5,,13150.0,Volkswagen
62000.0,2015,1.2,,5500.0,SEAT
76898.0,2012,1.2,,3500.0,SEAT
23000.0,2015,1.2,1,5795.0,Renault
90000.0,2006,1.6,1,895.0,Ford
46897.0,2015,1.6,2,9800.0,BMW
27428.0,2015,1.2,,5600.0,Nissan
73531.0,2011,1.6,,2795.0,Renault
37500.0,2013,1.2,,4300.0,Citroen
99000.0,2006,1.4,,990.0,Volkswagen
98609.0,2010,1.2,3,1650.0,Nissan
72561.0,2007,1.6,,2695.0,MINI
46855.0,2015,1.5,2,9995.0,Nissan
90000.0,2008,1.6,,1271.0,Citroen
23000.0,2015,1.2,1,5795.0,Renault
23000.0,2015,1.2,1,5795.0,Renault
39800.0,2009,1.6,5,4790.0,MINI
15717.0,2017,1.2,,9200.0,Peugeot
26326.0,2017,1.5,,8990.0,Toyota
40452.0,2017,1.2,1,5499.0,Fiat
26740.0,2017,1.5,1,10950.0,BMW
38709.0,2014,1.6,,6400.0,Peugeot
21316.0,2018,1.2,,10700.0,Nissan
47306.0,2017,1.2,1,6650.0,Peugeot
45411.0,2014,1.4,,5150.0,SEAT
42199.0,2017,1.5,,13400.0,Ford
90000.0,2008,1.6,,1271.0,Citroen
23000.0,2015,1.2,1,5795.0,Renault
76898.0,2012,1.2,,3500.0,SEAT
18000.0,2018,1.5,1,8954.0,Mazda
48313.0,2015,1.0,,5290.0,Toyota
23737.0,2019,2.2,1,17495.0,Mazda
13439.0,2019,1.4,,8550.0,Vauxhall
10333.0,2018,1.2,,8500.0,Hyundai
7343.0,2016,1.4,,7900.0,Vauxhall
16467.0,2016,1.2,,5900.0,Fiat
33823.0,2015,1.2,1,6800.0,Citroen
89300.0,2007,2.5,5,4200.0,BMW
10664.0,2019,1.4,,8900.0,Vauxhall
7000.0,2018,1.0,,6800.0,Hyundai
66000.0,2014,1.2,,5295.0,SEAT
46567.0,2013,1.8,1,5500.0,Toyota
41000.0,2016,1.0,2,6995.0,Ford
24341.0,2016,1.4,,7000.0,Vauxhall
46195.0,2017,1.0,,6799.0,Nissan
22809.0,2017,1.4,2,7995.0,Vauxhall
113453.0,2011,1.6,3,1499.0,Peugeot
13300.0,2018,1.6,,11600.0,Hyundai
10830.0,2019,1.2,,7500.0,Hyundai
13663.0,2017,1.2,,6400.0,Fiat
10111.0,2019,1.0,,12300.0,Ford
30912.0,2016,1.2,,7050.0,Hyundai
90000.0,2008,1.6,,1271.0,Citroen
46567.0,2013,1.8,1,5500.0,Toyota
45001.0,2016,1.4,,6700.0,Vauxhall
76000.0,2010,1.6,5,3200.0,Ford
42000.0,2009,1.4,,2999.0,Fiat
12648.0,2018,1.0,,6895.0,Hyundai
117000.0,2011,1.6,3,2350.0,Citroen
18708.0,2017,1.0,,6500.0,SKODA
24938.0,2017,1.5,,12400.0,MINI
34818.0,2018,1.6,,9248.0,Vauxhall
29449.0,2017,1.0,,6700.0,Hyundai
140710.0,2010,3.0,3,4990.0,Jeep
96800.0,2009,1.6,,2750.0,Suzuki
45001.0,2016,1.4,,6700.0,Vauxhall
39215.0,2015,1.2,,7700.0,SEAT
91600.0,2007,2.7,3,2500.0,Jaguar
35331.0,2017,1.0,1,7200.0,Ford
17824.0,2019,1.4,,8750.0,Vauxhall
53883.0,2010,1.4,4,3800.0,SEAT
5874.0,2018,1.0,,11200.0,Ford
35096.0,2018,1.2,,6700.0,Hyundai
45938.0,2017,2.0,1,10895.0,Toyota
41306.0,2017,1.0,,6800.0,Vauxhall
37500.0,2015,2.0,3,15895.0,Audi
96800.0,2009,1.6,,2750.0,Suzuki
45001.0,2016,1.4,,6700.0,Vauxhall
51802.0,2015,1.4,1,5400.0,Vauxhall
8940.0,2019,1.6,,15899.0,Hyundai
75314.0,2008,1.6,,3495.0,Volvo
42000.0,2016,1.0,,4187.0,Suzuki
10.0,2017,2.2,1,13495.0,Mitsubishi
86000.0,2008,1.8,,2495.0,Honda
89837.0,2013,2.0,2,6495.0,Ford
43443.0,2017,1.6,2,7600.0,DS AUTOMOBILES
80998.0,2012,2.1,,7995.0,Mercedes-Benz
22500.0,2017,0.9,,6995.0,Dacia
22844.0,2017,1.5,,10990.0,MINI
160000.0,2006,2.2,2,600.0,Nissan
21558.0,2018,1.0,,6150.0,Dacia
46567.0,2013,1.8,1,5500.0,Toyota
88107.0,2008,1.6,2,1395.0,Ford
28090.0,2013,0.9,4,2995.0,Dacia
26859.0,2014,1.2,1,5950.0,Nissan
42451.0,2013,1.2,,3999.0,Fiat
72000.0,2010,1.4,4,3850.0,Volkswagen
13000.0,2017,1.0,,6100.0,Peugeot
89000.0,2009,1.2,4,1250.0,Hyundai
59322.0,2014,1.5,2,7490.0,Nissan
42803.0,2016,1.6,,4650.0,Citroen
28500.0,2018,2.1,,16700.0,Mercedes-Benz
75000.0,2010,1.6,,4500.0,Volkswagen
51802.0,2015,1.4,1,5400.0,Vauxhall
66000.0,2014,1.2,,5295.0,SEAT
24420.0,2018,1.0,,8282.0,Ford
22007.0,2017,1.4,,8690.0,Vauxhall
32255.0,2004,1.3,2,995.0,Ford
44358.0,2017,1.5,,13250.0,Ford
40950.0,2016,1.2,1,10795.0,Nissan
51416.0,2015,1.2,,5550.0,Nissan
8356.0,2019,1.5,1,19500.0,BMW
89900.0,2010,1.8,7,1500.0,Ford
496867.0,2005,1.3,5,700.0,Ford
28793.0,2017,0.9,3,8995.0,Renault
21558.0,2018,1.0,,6150.0,Dacia
45001.0,2016,1.4,,6700.0,Vauxhall
19274.0,2016,1.4,,7000.0,Hyundai
134000.0,2012,2.0,,4995.0,BMW
40269.0,2016,1.5,3,6995.0,Renault
81000.0,2008,1.4,4,795.0,Peugeot
78852.0,2009,1.2,4,3795.0,Volkswagen
27000.0,2017,1.5,,7700.0,Toyota
35600.0,2014,1.6,2,5700.0,SEAT
54977.0,2010,1.4,3,2500.0,Citroen
11771.0,2018,1.0,1,7490.0,Toyota
75000.0,2010,1.6,,4500.0,Volkswagen
46567.0,2013,1.8,1,5500.0,Toyota
15770.0,2015,1.2,1,10450.0,MINI
81836.0,2013,3.5,2,16495.0,Mercedes-Benz
51501.0,2014,1.5,,7550.0,Nissan
11188.0,2019,1.4,,8950.0,Fiat
115000.0,2003,1.9,,1695.0,Volkswagen
20203.0,2018,1.2,,13990.0,Toyota
70000.0,2009,1.6,2,2395.0,Vauxhall
26357.0,2016,1.2,,7995.0,Nissan
19907.0,2019,1.4,,10848.0,Vauxhall
104000.0,2008,2.0,,1495.0,BMW
22171.0,2018,1.3,1,9990.0,Honda
51802.0,2015,1.4,1,5400.0,Vauxhall
21558.0,2018,1.0,,6150.0,Dacia
45001.0,2016,1.4,,6700.0,Vauxhall
40212.0,2010,2.0,1,7995.0,SKODA
86524.0,2009,1.6,,4195.0,Audi
42500.0,2015,2.0,2,5750.0,Vauxhall
74325.0,2013,2.0,2,7995.0,Volkswagen
25445.0,2017,1.2,1,8995.0,SEAT
69500.0,2012,1.2,,2450.0,Nissan
35867.0,2018,1.5,1,10995.0,MINI
27000.0,2018,1.4,,7000.0,Vauxhall
57000.0,2016,2.2,,7250.0,Mazda
22000.0,2016,1.2,2,8500.0,Peugeot
7000.0,2018,1.0,,6800.0,Hyundai
45001.0,2016,1.4,,6700.0,Vauxhall
45001.0,2016,1.4,,6700.0,Vauxhall
24558.0,2017,1.6,,15850.0,Peugeot
99000.0,2007,1.8,5,1825.0,Mercedes-Benz
89000.0,2014,1.6,1,4100.0,Peugeot
18546.0,2016,1.2,,7000.0,Fiat
24500.0,2018,1.2,,8150.0,Citroen
27307.0,2017,0.9,1,10995.0,Fiat
86111.0,2004,3.2,3,4495.0,Mercedes-Benz
15892.0,2017,1.5,2,8700.0,Renault
98950.0,2007,2.1,3,2900.0,Mercedes-Benz
25808.0,2017,1.2,,9495.0,Nissan
51802.0,2015,1.4,1,5400.0,Vauxhall
39215.0,2015,1.2,,7700.0,SEAT
21558.0,2018,1.0,,6150.0,Dacia
15633.0,2018,1.2,1,13295.0,Nissan
11848.0,2017,1.5,,9000.0,Ford
69211.0,2011,1.2,3,1999.0,Renault
117015.0,2005,1.0,3,650.0,Toyota
26640.0,2017,1.2,,9100.0,Peugeot
29400.0,2015,1.2,,5200.0,Hyundai
40795.0,2017,2.0,,16990.0,BMW
30010.0,2017,1.4,,7000.0,Vauxhall
33727.0,2016,1.0,,5400.0,Smart
9144.0,2019,1.2,,8195.0,Hyundai
75000.0,2010,1.6,,4500.0,Volkswagen
45001.0,2016,1.4,,6700.0,Vauxhall
21558.0,2018,1.0,,6150.0,Dacia
99000.0,2006,1.4,4,990.0,Vauxhall
38901.0,2017,1.6,,10150.0,Vauxhall
62800.0,2008,3.0,4,3499.0,Subaru
28000.0,2014,1.2,,3999.0,Suzuki
119000.0,2010,2.0,4,2895.0,Peugeot
56672.0,2013,1.0,,3250.0,Vauxhall
14547.0,2018,1.5,,12895.0,SEAT
20623.0,2016,1.5,2,6995.0,Mazda
82986.0,2009,1.4,4,3195.0,Volkswagen
55137.0,2015,1.7,,7100.0,Hyundai
137098.0,2012,1.2,4,1500.0,Fiat
45001.0,2016,1.4,,6700.0,Vauxhall
76898.0,2012,1.2,,3500.0,SEAT
25388.0,2016,1.6,,7995.0,Vauxhall
35210.0,2015,1.2,,6700.0,Hyundai
65750.0,2013,1.0,2,4000.0,Ford
12024.0,2019,1.6,2,10495.0,Nissan
35163.0,2018,1.6,,9750.0,Vauxhall
42302.0,2014,1.8,,6000.0,Vauxhall
32101.0,2018,1.5,,13150.0,Mercedes-Benz
24000.0,2013,1.0,1,4495.0,Toyota
27410.0,2018,0.9,,8495.0,Nissan
17423.0,2017,1.4,,10100.0,Vauxhall
44000.0,2016,2.0,2,7750.0,Mazda
76898.0,2012,1.2,,3500.0,SEAT
39215.0,2015,1.2,,7700.0,SEAT
34385.0,2013,1.6,,6000.0,Kia
51579.0,2014,1.5,,7200.0,Renault
11601.0,2018,1.0,,9495.0,Nissan
3580.0,2018,1.5,,13000.0,Ford
41100.0,2017,1.4,,5500.0,Vauxhall
28950.0,2015,1.0,,5500.0,Kia
87787.0,2006,2.5,1,3650.0,Lexus
30320.0,2015,1.25,,6700.0,Ford
85000.0,2004,3.2,5,3395.0,Mercedes-Benz
89600.0,2010,1.6,3,2995.0,Volkswagen
46000.0,2013,1.2,2,4000.0,Fiat
51802.0,2015,1.4,1,5400.0,Vauxhall
51802.0,2015,1.4,1,5400.0,Vauxhall
66823.0,2013,1.6,1,6495.0,Suzuki
53600.0,2014,1.6,2,7750.0,Volvo
7015.0,2019,1.0,,13000.0,Ford
55737.0,2015,1.4,,5250.0,SEAT
83000.0,2012,1.2,2,3999.0,Volkswagen
27575.0,2013,1.6,,8400.0,BMW
34072.0,2016,2.2,,11000.0,Mazda
57667.0,2014,1.4,,7650.0,Volkswagen
109000.0,2007,1.3,2,1595.0,Toyota
71126.0,2008,1.1,2,1295.0,Mitsubishi
23360.0,2018,1.1,,7750.0,Ford
21558.0,2018,1.0,,6150.0,Dacia
16042.0,2018,1.2,,9000.0,Hyundai
28912.0,2017,1.25,1,6999.0,Kia
13932.0,2018,1.1,1,7995.0,Ford
50719.0,2013,1.0,1,5550.0,Ford
45001.0,2013,1.7,2,7200.0,Hyundai
24789.0,2018,1.5,1,10000.0,Mazda
31387.0,2017,1.7,,11700.0,Kia
66863.0,2014,1.7,,7500.0,Kia
48050.0,2014,3.0,3,16490.0,BMW
65439.0,2010,1.2,2,1995.0,Ford
56000.0,2011,1.7,1,6250.0,Hyundai
45001.0,2016,1.4,,6700.0,Vauxhall
39215.0,2015,1.2,,7700.0,SEAT
35884.0,2017,1.6,1,7300.0,Fiat
149500.0,2015,1.6,2,3250.0,SEAT
65000.0,2007,0.8,,850.0,Chevrolet
57000.0,2011,1.2,,2995.0,Renault
60000.0,2010,1.6,4,4500.0,MINI
87354.0,2010,1.6,4,3195.0,Citroen
79000.0,2008,1.4,3,1995.0,Volkswagen
29541.0,2018,2.0,,10400.0,SEAT
36671.0,2017,1.0,,10500.0,Hyundai
52710.0,2015,1.5,2,6995.0,Nissan
52604.0,2014,1.4,1,4000.0,Vauxhall
50700.0,2014,1.0,,4900.0,SKODA
132230.0,2008,2.0,,2750.0,Volvo
64049.0,2013,1.4,5,4349.0,Vauxhall
17213.0,2014,1.2,,5400.0,Vauxhall
69500.0,2011,1.6,3,3695.0,MINI
45902.0,2016,1.8,2,9950.0,Volkswagen
79164.0,2013,1.6,4,4295.0,SEAT
20337.0,2017,1.2,1,5990.0,Citroen
20002.0,2018,1.25,1,8860.0,Kia
19635.0,2017,1.0,1,7995.0,Hyundai
28641.0,2014,1.33,3,5795.0,Toyota
117000.0,1994,2.0,5,4250.0,Volkswagen
99000.0,2012,1.0,1,2495.0,Vauxhall
32300.0,2013,1.6,2,5495.0,Citroen
76000.0,2008,1.4,,1790.0,Vauxhall
50000.0,2016,1.4,,5350.0,Vauxhall
46419.0,2013,1.6,1,4850.0,Citroen
34389.0,2017,1.0,2,10150.0,SEAT
15000.0,2018,1.0,,6800.0,Hyundai
130000.0,2008,1.3,5,700.0,Fiat
90400.0,2014,1.6,2,4750.0,Honda
63000.0,2008,1.0,,4295.0,Smart
30730.0,2013,1.5,1,6000.0,Dacia
61591.0,2013,2.0,2,11600.0,Audi
58695.0,2018,1.5,2,11150.0,Nissan
3125.0,2020,1.0,1,12995.0,Nissan
29723.0,2017,1.2,2,8995.0,Renault
132230.0,2008,2.0,,2750.0,Volvo
55500.0,2014,1.6,1,5879.0,Peugeot
17213.0,2014,1.2,,5400.0,Vauxhall
53209.0,2016,1.2,,6050.0,Renault
30000.0,2014,1.2,1,5500.0,Fiat
66990.0,2015,2.1,,12495.0,Mercedes-Benz
57000.0,2011,1.0,2,2799.0,Vauxhall
26326.0,2017,1.5,,8990.0,Toyota
31048.0,2016,1.25,2,6495.0,Kia
15519.0,2018,1.4,,7950.0,Vauxhall
85500.0,2011,1.4,1,3550.0,Alfa Romeo
43044.0,2018,1.2,,11000.0,Vauxhall
8713.0,2019,1.2,2,8700.0,Vauxhall
46419.0,2013,1.6,1,4850.0,Citroen
46567.0,2013,1.8,1,5500.0,Toyota
77060.0,2008,2.0,2,3495.0,Volkswagen
67544.0,2007,2.2,4,3100.0,Lexus
12381.0,2017,1.2,1,11995.0,Nissan
85494.0,2011,2.0,5,2500.0,Audi
34684.0,2014,1.2,3,5995.0,Nissan
36212.0,2012,1.4,1,5500.0,Kia
35142.0,2017,1.2,,7190.0,Renault
41637.0,2017,1.4,1,7400.0,Vauxhall
89000.0,2010,1.2,2,1999.0,Hyundai
78000.0,2006,1.6,,2200.0,BMW
96800.0,2009,1.6,,2750.0,Suzuki
46419.0,2013,1.6,1,4850.0,Citroen
64049.0,2013,1.4,5,4349.0,Vauxhall
26640.0,2017,1.2,,9200.0,Peugeot
104000.0,2010,1.4,,1495.0,Kia
59884.0,2017,1.0,,6500.0,Vauxhall
14913.0,2018,1.2,,7500.0,Ford
12305.0,2018,1.6,,14555.0,Hyundai
49000.0,2012,1.2,,3995.0,Suzuki
62940.0,2013,2.0,2,10995.0,Volkswagen
81342.0,2009,2.0,3,3695.0,Jaguar
77000.0,2010,1.0,,1499.0,Nissan
46219.0,2013,1.6,2,6995.0,Volvo
96800.0,2009,1.6,,2750.0,Suzuki
64049.0,2013,1.4,5,4349.0,Vauxhall
50000.0,2016,1.4,,5350.0,Vauxhall
49000.0,2016,1.6,1,7450.0,Peugeot
36299.0,2003,1.6,,8995.0,Volkswagen
11162.0,2018,1.0,,6495.0,Toyota
64950.0,2016,1.8,2,10495.0,Lexus
44717.0,2014,1.6,,6845.0,Vauxhall
22900.0,2016,1.4,2,8495.0,Vauxhall
59534.0,2014,2.0,2,7995.0,Mazda
28952.0,2013,2.0,,9295.0,Volkswagen
26946.0,2016,1.4,,6700.0,Vauxhall
25056.0,2017,1.5,,12490.0,MINI
50000.0,2016,1.4,,5350.0,Vauxhall
17213.0,2014,1.2,,5400.0,Vauxhall
140000.0,2005,1.9,8,1990.0,Volkswagen
59850.0,2013,1.25,2,3950.0,Ford
86698.0,2009,1.6,5,849.0,Peugeot
55561.0,2013,1.0,1,5495.0,Volkswagen
24367.0,2017,1.6,,11000.0,Hyundai
17063.0,2014,0.9,1,5990.0,Alfa Romeo
79981.0,2011,1.25,2,2995.0,Ford
35128.0,2015,1.0,,6995.0,Toyota
565.0,2018,1.1,1,8800.0,Ford
50056.0,2013,1.2,4,2199.0,Chrysler
33000.0,2016,1.0,2,6500.0,Suzuki
64049.0,2013,1.4,5,4349.0,Vauxhall
43946.0,2017,1.4,1,6300.0,Vauxhall
26010.0,2017,1.5,,5750.0,MG
29609.0,2016,1.6,2,8995.0,Vauxhall
8734.0,2020,1.5,1,11999.0,MG
15290.0,2018,0.9,,8995.0,Nissan
18300.0,2015,1.2,,7450.0,Citroen
81816.0,2014,1.6,3,5995.0,Citroen
38053.0,2017,1.2,,8400.0,Peugeot
45544.0,2017,1.4,,7800.0,Vauxhall
23147.0,2016,0.9,2,7495.0,Renault
96800.0,2009,1.6,,2750.0,Suzuki
46567.0,2013,1.8,1,5500.0,Toyota
46419.0,2013,1.6,1,4850.0,Citroen
44463.0,2018,1.6,,10100.0,Hyundai
27307.0,2017,0.9,1,10995.0,Fiat
22212.0,2017,1.6,,12599.0,Hyundai
63418.0,2010,3.0,3,8995.0,Mercedes-Benz
56000.0,2013,1.6,,7500.0,Nissan
57000.0,2016,2.2,,7300.0,Mazda
39287.0,2016,1.2,2,8990.0,Toyota
24232.0,2016,1.2,3,6495.0,Renault
87000.0,2012,1.25,3,3295.0,Ford
140900.0,2016,1.6,2,3500.0,Vauxhall
132230.0,2008,2.0,,2750.0,Volvo
28865.0,2018,1.6,1,10400.0,Vauxhall
19903.0,2018,1.0,,6400.0,Toyota
49500.0,2012,2.1,2,9990.0,Mercedes-Benz
19842.0,2017,1.5,,10400.0,Vauxhall
6959.0,2018,1.2,,7350.0,Ford
128000.0,2010,1.6,4,1850.0,Ford
37000.0,2008,2.0,7,7000.0,Renault
53521.0,2015,1.2,1,5700.0,SEAT
83000.0,2011,2.0,,3991.0,Citroen
51802.0,2015,1.4,1,5400.0,Vauxhall
39215.0,2015,1.2,,7700.0,SEAT
6000.0,2019,1.0,1,7500.0,Volkswagen
80225.0,2008,1.4,,2350.0,Volkswagen
77000.0,2008,1.6,3,3450.0,MINI
47979.0,2016,1.4,,6100.0,Vauxhall
12000.0,2019,1.4,,15000.0,Hyundai
16666.0,2018,1.6,2,10995.0,Vauxhall
98000.0,1997,1.9,5,1850.0,BMW
66000.0,2010,1.2,5,2300.0,Vauxhall
13322.0,2019,1.4,,9098.0,Vauxhall
13044.0,2018,1.0,,11900.0,SEAT
111000.0,2008,2.0,6,2900.0,BMW
39215.0,2015,1.2,,7700.0,SEAT
