mileage,manufactured-year,engine-size,owners,price,make,guid
53883.0,2010,1.4,4,3800.0,SEAT,4379538c-e889-46e6-afdf-4cec64f94e13
5874.0,2018,1.0,,11200.0,Ford,93565652-e09f-45ac-b578-17375ab2a317
35096.0,2018,1.2,,6700.0,Hyundai,70f365e5-e2c4-4ca5-84c0-4b766c676be6
45938.0,2017,2.0,1,10895.0,Toyota,a4dc075d-9c80-4089-b27c-5d2bede23638
41306.0,2017,1.0,,6800.0,Vauxhall,70361c64-51e6-4ae0-a081-a674af3f3598
37500.0,2015,2.0,3,15895.0,Audi,da7d34a6-4747-4dd0-bc92-357d8202a9fd
96800.0,2009,1.6,,2750.0,Suzuki,fb9c6d78-7bc5-461a-a49e-f10ab26f7d82
45001.0,2016,1.4,,6700.0,Vauxhall,12063671-5ee4-4895-b68a-93d50beefc9e
51802.0,2015,1.4,1,5400.0,Vauxhall,0f2743bd-4058-475f-b661-a2ca84b83c2a
8940.0,2019,1.6,,15899.0,Hyundai,233118d5-6050-448d-bd63-2eb0f4e87d6a
75314.0,2008,1.6,,3495.0,Volvo,e959f8ab-6665-4e64-b000-19346819fc66
42000.0,2016,1.0,,4187.0,Suzuki,ee91e0f6-bdab-43fc-99e0-38aa080b450b
10.0,2017,2.2,1,13495.0,Mitsubishi,2f6dc041-7d4f-40f4-9ac1-e2f88fc7503d
86000.0,2008,1.8,,2495.0,Honda,3d62ff0b-193d-40b9-885a-480592ad477c
89837.0,2013,2.0,2,6495.0,Ford,af71c043-0625-419a-b8e3-a4930d4ac6ae
43443.0,2017,1.6,2,7600.0,DS AUTOMOBILES,2782f641-b5a4-4e09-95d7-9f7f1c794d58
80998.0,2012,2.1,,7995.0,Mercedes-Benz,30b6357a-07f8-4b1a-bcf9-8e859e1e2a11
22500.0,2017,0.9,,6995.0,Dacia,18ac2438-4bc6-420f-aab1-ee2a7e5bb190
22844.0,2017,1.5,,10990.0,MINI,06acc318-a487-4a4a-a855-d882b08b6394
160000.0,2006,2.2,2,600.0,Nissan,9af8c3f2-5640-4c5b-b0e3-fe9e61b245ed
21558.0,2018,1.0,,6150.0,Dacia,f8efe3e8-63a9-436a-afdc-7b9322bad517
46567.0,2013,1.8,1,5500.0,Toyota,6f5324bf-c94c-4b64-b84b-0f88733c8ea9
88107.0,2008,1.6,2,1395.0,Ford,df9afa3c-a579-48a9-8132-77d3a8ce26ea
28090.0,2013,0.9,4,2995.0,Dacia,cd0bdd96-3d05-440d-b5bb-f7f0c9416a64
26859.0,2014,1.2,1,5950.0,Nissan,5e35a730-f390-4658-bd16-3ddb62962997
42451.0,2013,1.2,,3999.0,Fiat,5e5bd1e4-cd6e-4ec0-8c3d-32fc8562aec1
72000.0,2010,1.4,4,3850.0,Volkswagen,75da894e-3e7a-4894-96bf-bde3fbb8a0c2
13000.0,2017,1.0,,6100.0,Peugeot,c593c163-38c9-4b08-a0c8-a2a52a7d909e
89000.0,2009,1.2,4,1250.0,Hyundai,39f18ccc-2605-44bc-a4c5-541bc124c668
59322.0,2014,1.5,2,7490.0,Nissan,d78004ca-bd19-49bb-be75-2f40a8f55a72
42803.0,2016,1.6,,4650.0,Citroen,dc6c0b8d-6d9e-4af7-86b8-c9be3ebcb7e3
28500.0,2018,2.1,,16700.0,Mercedes-Benz,b3245fce-6fdd-44b2-b351-469b87ef5689
75000.0,2010,1.6,,4500.0,Volkswagen,d5a4232f-7e7a-4f8e-b22e-8c42847655c3
51802.0,2015,1.4,1,5400.0,Vauxhall,907d0431-8cff-4743-9193-6d494390c3b2
66000.0,2014,1.2,,5295.0,SEAT,e6ae3523-fd43-4261-8109-c6b7d2585817
24420.0,2018,1.0,,8282.0,Ford,6310eb28-bd2c-4e49-8a6b-7428cbca4729
22007.0,2017,1.4,,8690.0,Vauxhall,0c2b11d5-7f34-47a4-9be9-417e48879c51
32255.0,2004,1.3,2,995.0,Ford,2710e0d0-25aa-41aa-a13e-281b45c6afb3
44358.0,2017,1.5,,13250.0,Ford,3d6fcf34-5f09-42c8-aed8-af49b906a2b0
40950.0,2016,1.2,1,10795.0,Nissan,26ae681c-7715-46e1-b138-d624c9643192
51416.0,2015,1.2,,5550.0,Nissan,edb30ccc-66a5-4c82-bc7c-3f01fb30ef2e
8356.0,2019,1.5,1,19500.0,BMW,19b4474d-45ce-47e9-827d-1cff6d1815d0
89900.0,2010,1.8,7,1500.0,Ford,035741bd-110b-4ba6-98d9-bb6c08574284
496867.0,2005,1.3,5,700.0,Ford,4e2a6a1f-59b8-4627-90f2-019e02b5b7cb
28793.0,2017,0.9,3,8995.0,Renault,77c90367-8eb7-48ba-b8bb-b9f770e404c2
21558.0,2018,1.0,,6150.0,Dacia,d9e037af-3264-49b3-af3c-0594aae82522
45001.0,2016,1.4,,6700.0,Vauxhall,db7854ed-ad90-4f91-a8c0-9157b9d83e0d
19274.0,2016,1.4,,7000.0,Hyundai,1d517e1c-b4dc-42e3-9ba8-452d3523df52
134000.0,2012,2.0,,4995.0,BMW,b20cdead-690a-433f-a0b4-b6988403cd98
40269.0,2016,1.5,3,6995.0,Renault,cd5caec8-f49a-45c5-9ff8-ba0a4cce9821
81000.0,2008,1.4,4,795.0,Peugeot,a37948f2-e4a7-41ae-bac0-0c12bd00fffa
78852.0,2009,1.2,4,3795.0,Volkswagen,b567162c-b1e7-4d8f-9d23-b220c0a97c57
27000.0,2017,1.5,,7700.0,Toyota,fd0f6e5a-338b-4fd5-bd1e-f86ced90bf27
35600.0,2014,1.6,2,5700.0,SEAT,ddd77a36-ffb0-4173-a1e1-1ce52dad4f15
54977.0,2010,1.4,3,2500.0,Citroen,dc0929a9-a1fd-40d2-aafd-84aeb4a8161a
11771.0,2018,1.0,1,7490.0,Toyota,501da482-3e7d-46f3-97b5-f206c41e47b8
75000.0,2010,1.6,,4500.0,Volkswagen,845eef65-4f54-477d-9315-ebb2e09cea40
46567.0,2013,1.8,1,5500.0,Toyota,cf3a359c-1c48-43a7-9369-df97eb97d614
15770.0,2015,1.2,1,10450.0,MINI,7c99e694-9a8d-4329-93f9-ee2c46dd0dcb
81836.0,2013,3.5,2,16495.0,Mercedes-Benz,b5edd690-0eff-4fdd-b0d4-daee0119af41
51501.0,2014,1.5,,7550.0,Nissan,b41bd359-763d-4077-8cb5-81f2a5f375a6
11188.0,2019,1.4,,8950.0,Fiat,d132e2c6-cb09-417b-8898-86507ac3ee37
115000.0,2003,1.9,,1695.0,Volkswagen,cebdb46e-355b-49ac-9981-327257e0e38f
20203.0,2018,1.2,,13990.0,Toyota,8f00b40e-c74e-4e84-acb4-ae837210f1eb
70000.0,2009,1.6,2,2395.0,Vauxhall,c5111c23-b8e4-48cf-b91d-ec88f113ba53
26357.0,2016,1.2,,7995.0,Nissan,67307bd4-e89a-4b33-ae2b-589fcb457613
19907.0,2019,1.4,,10848.0,Vauxhall,f264252f-5f6f-4ade-9064-e0796b2e06d4
104000.0,2008,2.0,,1495.0,BMW,33ff84a1-430e-4f2e-8ff4-58032936ab47
22171.0,2018,1.3,1,9990.0,Honda,149f52bb-d5df-4fdd-988c-e5ce8ae8cec0
51802.0,2015,1.4,1,5400.0,Vauxhall,dc71b992-3027-4e7d-ad2b-0258f9310839
21558.0,2018,1.0,,6150.0,Dacia,674578c7-43f2-4bdb-a47b-63ffb85aeca8
45001.0,2016,1.4,,6700.0,Vauxhall,47e31e9f-2743-443d-a9d4-db1d78dc6fb4
40212.0,2010,2.0,1,7995.0,SKODA,2c44686a-aadb-4075-845d-0a353729b3c7
86524.0,2009,1.6,,4195.0,Audi,cdaff1dd-8930-401d-bacc-ca19121d6dfb
42500.0,2015,2.0,2,5750.0,Vauxhall,3878c4d0-597b-4ae1-94b7-16d06d01df01
74325.0,2013,2.0,2,7995.0,Volkswagen,72e4168c-c532-4fee-a4b0-01f53882482c
25445.0,2017,1.2,1,8995.0,SEAT,ff2b2cfb-0968-4893-8db8-c27e026fc308
69500.0,2012,1.2,,2450.0,Nissan,0ad1fedf-121e-4095-8daf-2441a8185a6d
35867.0,2018,1.5,1,10995.0,MINI,b20a1bd1-4ceb-4db3-bdaa-7c0f55be32c6
27000.0,2018,1.4,,7000.0,Vauxhall,96e577e3-115d-4c29-ae68-4482395df45d
57000.0,2016,2.2,,7250.0,Mazda,b7b45764-e923-4425-9b0f-97933e872ce5
22000.0,2016,1.2,2,8500.0,Peugeot,17e2627a-d8c9-42e6-88cd-ad8e0c047b89
7000.0,2018,1.0,,6800.0,Hyundai,9f9b8be1-2b07-48d5-9452-5572ffc18b6c
45001.0,2016,1.4,,6700.0,Vauxhall,1b3d5818-ca2c-4d49-acdf-17e238a2b487
45001.0,2016,1.4,,6700.0,Vauxhall,89de4028-de69-44f0-85ea-e9912ee6ce17
24558.0,2017,1.6,,15850.0,Peugeot,5ce600c4-8158-4bad-8089-36f9a55b481d
99000.0,2007,1.8,5,1825.0,Mercedes-Benz,73dc6cf8-bf18-4221-baf2-47d18fb10633
89000.0,2014,1.6,1,4100.0,Peugeot,049a978e-2a0d-4b49-b885-b0543dbaa15c
18546.0,2016,1.2,,7000.0,Fiat,8930f0e3-762d-4f01-ad3a-908820538750
24500.0,2018,1.2,,8150.0,Citroen,3ac0d6fe-29a6-461f-9fc6-6cfeeed44263
27307.0,2017,0.9,1,10995.0,Fiat,f532cd4c-3588-44c2-87d2-7290266116c3
86111.0,2004,3.2,3,4495.0,Mercedes-Benz,31dc909e-5fc6-476e-9a1b-b7feae40ca05
15892.0,2017,1.5,2,8700.0,Renault,717f1301-8cda-4697-b16b-deede6cc34cb
98950.0,2007,2.1,3,2900.0,Mercedes-Benz,66ce810c-6ba2-489e-a7d2-650e601259ec
25808.0,2017,1.2,,9495.0,Nissan,d75a53de-970a-40dd-93ae-dfea89bf5b3b
51802.0,2015,1.4,1,5400.0,Vauxhall,b6d0aef7-d63c-4471-bba5-adf38db1371c
39215.0,2015,1.2,,7700.0,SEAT,cf6b0a62-3d3d-4015-94d9-332683105734
21558.0,2018,1.0,,6150.0,Dacia,8c37a920-845f-4fcc-8ab4-8eda5eda8992
15633.0,2018,1.2,1,13295.0,Nissan,a2f02ed7-80c4-4e48-bc73-3b58c392a0e4
11848.0,2017,1.5,,9000.0,Ford,4ee862a0-94cb-423b-a360-8638a4d57f2c
69211.0,2011,1.2,3,1999.0,Renault,614e1b67-7b1c-4cdd-962c-2eebd433b6c9
117015.0,2005,1.0,3,650.0,Toyota,2aa4fd2e-e67e-4018-ba5b-5f4dae1262d7
26640.0,2017,1.2,,9100.0,Peugeot,8362687a-8362-474e-8d0b-87a56203e723
29400.0,2015,1.2,,5200.0,Hyundai,a3cb0a58-ffb5-41f5-86ad-990dbd649b99
40795.0,2017,2.0,,16990.0,BMW,f9c94e51-d4e2-4662-9418-608118b7596b
30010.0,2017,1.4,,7000.0,Vauxhall,492284b3-8111-4351-8f2d-45802d754e72
33727.0,2016,1.0,,5400.0,Smart,a5a1efde-5d3d-4632-b3c8-72864509a237
9144.0,2019,1.2,,8195.0,Hyundai,bd4749d8-fd1c-4938-9520-bd6d1e4989a2
75000.0,2010,1.6,,4500.0,Volkswagen,88e6b323-cd3d-4d45-973e-02cd49835d4a
45001.0,2016,1.4,,6700.0,Vauxhall,90e76a66-569e-4b54-beb1-28b5d3913aec
21558.0,2018,1.0,,6150.0,Dacia,e0e97cca-6f7f-4829-a615-1ea7e3c96d5e
99000.0,2006,1.4,4,990.0,Vauxhall,55467abf-1fda-45e7-9aa0-34042c0648c1
38901.0,2017,1.6,,10150.0,Vauxhall,13e00e35-3c58-45ef-94af-d9d6e45c2097
62800.0,2008,3.0,4,3499.0,Subaru,94ac7735-2371-4633-b488-e177c3986967
28000.0,2014,1.2,,3999.0,Suzuki,6fd62caa-6e4e-4331-92a8-ca820aa764b5
119000.0,2010,2.0,4,2895.0,Peugeot,5fd3b350-8a77-43b5-8a8a-4f070b6682ea
56672.0,2013,1.0,,3250.0,Vauxhall,a03dd954-772b-40f9-947c-bf8dece9967b
14547.0,2018,1.5,,12895.0,SEAT,2873bd74-50b8-4b11-8c3f-608d6df6ba6a
20623.0,2016,1.5,2,6995.0,Mazda,2684bff9-eccf-4b41-93ac-60f53e14f862
82986.0,2009,1.4,4,3195.0,Volkswagen,4e60acd8-6b5e-4dd4-852d-08aa56145753
55137.0,2015,1.7,,7100.0,Hyundai,d72625d9-e79c-4522-ae47-b33d8c811e89
137098.0,2012,1.2,4,1500.0,Fiat,4b7b9c96-09b6-4d55-b7fa-67021bf2e587
45001.0,2016,1.4,,6700.0,Vauxhall,4f619f28-fdd6-423e-9f1b-6f766e183699
76898.0,2012,1.2,,3500.0,SEAT,c341bb16-4fbb-4f39-beea-3bc5eb94bb54
25388.0,2016,1.6,,7995.0,Vauxhall,d7aff75d-154a-482b-8684-8ae1a45133d5
35210.0,2015,1.2,,6700.0,Hyundai,1a08d281-c423-4a92-9880-bed6a9292c93
65750.0,2013,1.0,2,4000.0,Ford,b31021b8-5ac4-4edc-875f-8aecaff919c4
12024.0,2019,1.6,2,10495.0,Nissan,c971e667-0115-457c-a322-847418642d24
35163.0,2018,1.6,,9750.0,Vauxhall,be0568dc-6e93-4eb9-971c-32e252a6c079
42302.0,2014,1.8,,6000.0,Vauxhall,17920679-e77c-4691-848b-bb02dba3cfd5
32101.0,2018,1.5,,13150.0,Mercedes-Benz,05eceddd-02d0-4a09-99f1-8b5e81064f31
24000.0,2013,1.0,1,4495.0,Toyota,4356afc3-1bda-48d7-b579-5ef6db5149ff
27410.0,2018,0.9,,8495.0,Nissan,882ea891-cb26-47c5-98f8-8272b8f040ea
17423.0,2017,1.4,,10100.0,Vauxhall,3f06be85-1063-4b0e-8b55-d5c9d231f221
44000.0,2016,2.0,2,7750.0,Mazda,ac9f6174-f8a6-4348-8279-19fad2c6faba
76898.0,2012,1.2,,3500.0,SEAT,e09e10d5-ad3c-4604-aaa8-c85e7405c205
39215.0,2015,1.2,,7700.0,SEAT,f97372d7-fe22-4b2b-920c-b25b1a21e092
34385.0,2013,1.6,,6000.0,Kia,616dbf0a-404d-464d-ab19-45b22ed569eb
51579.0,2014,1.5,,7200.0,Renault,518699e4-2ae9-4451-9f3b-068f3837c427
11601.0,2018,1.0,,9495.0,Nissan,64ee32e5-a50a-4242-978c-ac7a9740330a
3580.0,2018,1.5,,13000.0,Ford,9be4ad07-fb55-4e41-877a-1f0419e22315
41100.0,2017,1.4,,5500.0,Vauxhall,a6b71423-82a5-4e96-b0ab-f6bc5cd3e3f9
28950.0,2015,1.0,,5500.0,Kia,c3c4ab18-7e28-4cdb-a85f-2c6866d76f60
87787.0,2006,2.5,1,3650.0,Lexus,1915481b-6847-4d42-95f0-abb2bcbaaec9
30320.0,2015,1.25,,6700.0,Ford,fc728d04-cb9a-4452-b208-38c37a26473d
85000.0,2004,3.2,5,3395.0,Mercedes-Benz,7872e295-c3ec-43d4-b985-7b04501f4f8e
89600.0,2010,1.6,3,2995.0,Volkswagen,432d4877-e6aa-426f-92c8-4924a4408ec1
46000.0,2013,1.2,2,4000.0,Fiat,807afcca-7032-419d-bd8b-9f24138216fa
51802.0,2015,1.4,1,5400.0,Vauxhall,ee2f13c3-ab8e-4efe-98da-6c83af1ef2e2
51802.0,2015,1.4,1,5400.0,Vauxhall,c7be15fa-8e5d-42ee-a9e7-376b86c6c572
66823.0,2013,1.6,1,6495.0,Suzuki,ba37694f-b7f4-4065-9a6a-11b78b699735
53600.0,2014,1.6,2,7750.0,Volvo,22f3aae5-a1ec-4196-a6b7-57b54d3cdd54
7015.0,2019,1.0,,13000.0,Ford,0406df10-e92e-4159-af35-a7adbcd5fc34
55737.0,2015,1.4,,5250.0,SEAT,908a1ce1-d68c-44ac-bd8d-372e8a3eb65a
83000.0,2012,1.2,2,3999.0,Volkswagen,b347e8ba-41f7-4987-966f-14c20d6063aa
27575.0,2013,1.6,,8400.0,BMW,3f9d36a7-d441-4424-9848-2643146b9e34
34072.0,2016,2.2,,11000.0,Mazda,72d4f429-da01-4e12-b6dc-9d9af256d0b7
57667.0,2014,1.4,,7650.0,Volkswagen,0e676bc6-b5c5-4876-9054-b674b8efb4f6
109000.0,2007,1.3,2,1595.0,Toyota,5c628c39-8364-47ea-9f0a-85feea0b8fa9
71126.0,2008,1.1,2,1295.0,Mitsubishi,8bffcd44-1116-46fc-bf95-e97eb97d1a72
23360.0,2018,1.1,,7750.0,Ford,ed5e7515-58cf-463a-a130-b3cb6c7ff8b9
21558.0,2018,1.0,,6150.0,Dacia,1082a335-264c-4e6f-bee3-f07630e7a224
16042.0,2018,1.2,,9000.0,Hyundai,1abf4e66-aaa9-4675-b023-15974426f3f8
28912.0,2017,1.25,1,6999.0,Kia,2157ea36-8340-4c7f-afe8-f7dfa8fd5720
13932.0,2018,1.1,1,7995.0,Ford,687e2e55-1454-41dc-9a70-a6bb6bcdb5d2
50719.0,2013,1.0,1,5550.0,Ford,bbbe1620-3031-4d73-87fb-656b9bf2a096
45001.0,2013,1.7,2,7200.0,Hyundai,03763be0-a89a-4ed5-858d-bf4dbd4c5343
24789.0,2018,1.5,1,10000.0,Mazda,5ab2efac-a2b9-4fe5-b1e4-56d92dd0b536
31387.0,2017,1.7,,11700.0,Kia,c086addb-9f6d-4c14-a58b-d61e878c05ae
66863.0,2014,1.7,,7500.0,Kia,a7da4136-6f28-4a41-aba5-977be698c153
48050.0,2014,3.0,3,16490.0,BMW,48b4df37-a938-41c1-ab24-32c11ca29db0
65439.0,2010,1.2,2,1995.0,Ford,92d9a857-3284-410c-9bed-20c792bff578
56000.0,2011,1.7,1,6250.0,Hyundai,43cf9017-2c5e-433e-8c40-523909d13c7d
45001.0,2016,1.4,,6700.0,Vauxhall,d020b6be-0841-4651-bcfa-02bd5f8a894f
39215.0,2015,1.2,,7700.0,SEAT,6f23654e-c594-48be-8d71-cdeb9ef6af90
35884.0,2017,1.6,1,7300.0,Fiat,19815ecf-9adf-4885-95ee-98a36d8afdc3
149500.0,2015,1.6,2,3250.0,SEAT,c81fad6c-73fe-455d-adf3-8414ba08d9b8
65000.0,2007,0.8,,850.0,Chevrolet,c54699e4-c2d5-4a61-946e-00173ea80bae
57000.0,2011,1.2,,2995.0,Renault,307b871f-19ee-4d8f-983a-4b70de3fef31
60000.0,2010,1.6,4,4500.0,MINI,f4417a5d-ac29-40ef-891c-59b9bc67ddb4
87354.0,2010,1.6,4,3195.0,Citroen,ec9fedb8-e2cd-411b-8f7a-d3588e288b52
79000.0,2008,1.4,3,1995.0,Volkswagen,61709c0a-089b-4cbd-98a7-7f51e766ad4b
29541.0,2018,2.0,,10400.0,SEAT,068d72d2-6931-4fad-8fc4-536264d7fcc2
36671.0,2017,1.0,,10500.0,Hyundai,666f42de-92a4-4ee3-8a25-a3fb0745adec
52710.0,2015,1.5,2,6995.0,Nissan,558dc25e-a262-4173-a482-7d836a480f8c
52604.0,2014,1.4,1,4000.0,Vauxhall,4561c84e-eec5-4095-8621-8cc7d14af356
50700.0,2014,1.0,,4900.0,SKODA,9fa51934-1515-4814-b011-85284b582bd0
132230.0,2008,2.0,,2750.0,Volvo,06ffe29c-7ec1-4b39-9a09-14029346b8e6
64049.0,2013,1.4,5,4349.0,Vauxhall,c0e3ffa4-96a1-40b5-a910-e8fbad2d6cd4
17213.0,2014,1.2,,5400.0,Vauxhall,055f6150-a1a4-41b4-bc24-7d38c57f8993
69500.0,2011,1.6,3,3695.0,MINI,882a649b-c60f-46ca-8b1e-5b801fb8b3a1
45902.0,2016,1.8,2,9950.0,Volkswagen,3aad3353-c6dc-441d-8752-6c900518a7c2
79164.0,2013,1.6,4,4295.0,SEAT,655d857d-73d5-4782-8f76-d1b7f21e5a13
20337.0,2017,1.2,1,5990.0,Citroen,086ed620-17a5-4e00-a8af-b2fce9ee49e7
20002.0,2018,1.25,1,8860.0,Kia,43f4f936-743c-466c-999d-53784e3d2681
19635.0,2017,1.0,1,7995.0,Hyundai,9fd77fd1-f51b-4dd2-821f-7891dc28f82d
28641.0,2014,1.33,3,5795.0,Toyota,283fd142-b308-4c25-9fb6-2bfb847c86c6
117000.0,1994,2.0,5,4250.0,Volkswagen,46af0299-d191-42d6-8d39-cf8b2a1ff157
99000.0,2012,1.0,1,2495.0,Vauxhall,11650535-ccd4-4a4c-90a9-bdbf744cf9fc
32300.0,2013,1.6,2,5495.0,Citroen,d1bae5ec-518f-4123-8bf1-b2e66293fa2a
76000.0,2008,1.4,,1790.0,Vauxhall,64a4052e-97dc-4e3a-a1e7-d55a33b41a49
50000.0,2016,1.4,,5350.0,Vauxhall,94680b11-676e-426e-89f8-0dce45f4cfce
46419.0,2013,1.6,1,4850.0,Citroen,11c21422-d112-4007-8b79-0385008259cf
34389.0,2017,1.0,2,10150.0,SEAT,feefb940-c1f3-44cd-a5c2-2d0c80111c36
15000.0,2018,1.0,,6800.0,Hyundai,2176f03c-f896-4359-b6d1-053f8ecdac4b
130000.0,2008,1.3,5,700.0,Fiat,11c4d93e-6e32-4ecc-92b7-ce85700f83ee
90400.0,2014,1.6,2,4750.0,Honda,0961d0f6-91eb-4b51-b690-158a872ad319
63000.0,2008,1.0,,4295.0,Smart,c57a3e74-b87b-4963-8fd7-b5c2fb5b006f
30730.0,2013,1.5,1,6000.0,Dacia,5770088c-80aa-47d9-ae76-f444c91eb3e9
61591.0,2013,2.0,2,11600.0,Audi,6c3d4c39-3e86-4da2-bd02-3021648ac1c0
58695.0,2018,1.5,2,11150.0,Nissan,9d189f66-2794-4a85-bf83-a043a030a72e
3125.0,2020,1.0,1,12995.0,Nissan,ac14f78a-2a97-48dc-8533-8be4a54ffdb2
29723.0,2017,1.2,2,8995.0,Renault,9c573292-2b24-4a93-b18f-fbaee1c36991
132230.0,2008,2.0,,2750.0,Volvo,bc67e5d6-c41d-445a-8768-c7403d70bbd0
55500.0,2014,1.6,1,5879.0,Peugeot,c7a9dad6-5dad-425d-8b40-a8a96dcef456
17213.0,2014,1.2,,5400.0,Vauxhall,6b1668db-73b0-4885-980f-2659d8ad739e
53209.0,2016,1.2,,6050.0,Renault,69ddb874-28fe-4296-b43f-dae9eb55ccd8
30000.0,2014,1.2,1,5500.0,Fiat,4758ea40-303f-4448-8d7b-e1b6b432873d
66990.0,2015,2.1,,12495.0,Mercedes-Benz,22fc483e-c881-4b53-9803-ee778a1f6c89
57000.0,2011,1.0,2,2799.0,Vauxhall,a0597726-e275-4979-bda1-32020e8f09b2
26326.0,2017,1.5,,8990.0,Toyota,481fd0a1-a6b1-4b5e-8d9d-8d1d8043594d
31048.0,2016,1.25,2,6495.0,Kia,72678802-0631-482d-a922-69385270a315
15519.0,2018,1.4,,7950.0,Vauxhall,33f680de-83c2-449e-8ddf-8f3a70e92a1e
85500.0,2011,1.4,1,3550.0,Alfa Romeo,4ff14ee6-4ee4-48cc-8f20-334ba21c76fd
43044.0,2018,1.2,,11000.0,Vauxhall,80880f23-1f6a-4413-9e19-4aff98d6cb46
8713.0,2019,1.2,2,8700.0,Vauxhall,13b27c8d-c6c3-4a4b-8267-c404f9e237e4
46419.0,2013,1.6,1,4850.0,Citroen,11969a74-bf4e-4ed6-8a5a-1a80c82c89ad
46567.0,2013,1.8,1,5500.0,Toyota,60d68a00-ba72-477b-8857-342c6882c4d9
77060.0,2008,2.0,2,3495.0,Volkswagen,7ee64177-e2ba-4e4d-bed4-d3f21d39b48f
67544.0,2007,2.2,4,3100.0,Lexus,ab569b1f-5076-48e7-ad68-1cea021c2aa9
12381.0,2017,1.2,1,11995.0,Nissan,bd8febd4-aace-4601-93d0-4d1a7fe36499
85494.0,2011,2.0,5,2500.0,Audi,fb734589-ce51-4003-84ab-1c9c58857bb7
34684.0,2014,1.2,3,5995.0,Nissan,ada2ad33-ed36-4896-91e6-acb0c8fc727b
36212.0,2012,1.4,1,5500.0,Kia,73f1040a-6379-4653-9393-23b2ef01209e
35142.0,2017,1.2,,7190.0,Renault,b6033e89-9ec3-492e-9d0e-f5ee554a04de
41637.0,2017,1.4,1,7400.0,Vauxhall,15cc9f2d-f30d-4b90-90ba-2b280e3742d3
89000.0,2010,1.2,2,1999.0,Hyundai,3ecd8774-b41e-4dae-8465-bbd0f1269183
78000.0,2006,1.6,,2200.0,BMW,f6b77468-cd5e-486c-b18f-8c42c981fdb1
96800.0,2009,1.6,,2750.0,Suzuki,0c1ac61d-299f-41b4-9b35-f2ac05d0f8a7
46419.0,2013,1.6,1,4850.0,Citroen,e18dde60-bc23-41c3-9976-934c626db30a
64049.0,2013,1.4,5,4349.0,Vauxhall,f5191630-f7f2-4a15-9f1e-d1a86a8056c4
26640.0,2017,1.2,,9200.0,Peugeot,0db78591-661c-4d44-851e-201f0351453c
104000.0,2010,1.4,,1495.0,Kia,96fc8ee4-6227-47ce-9e46-8c6454cec99d
59884.0,2017,1.0,,6500.0,Vauxhall,9671aa02-316b-4723-91db-e5788f1cc007
14913.0,2018,1.2,,7500.0,Ford,01b0ed1d-628f-49bb-9f73-6faca5448826
12305.0,2018,1.6,,14555.0,Hyundai,2e8e044c-6912-4cde-96a7-83845963967f
49000.0,2012,1.2,,3995.0,Suzuki,3a356bac-c97f-4835-ab2d-e63298f4f589
62940.0,2013,2.0,2,10995.0,Volkswagen,c8fc7c3e-1c5e-41ef-850c-006099db557a
81342.0,2009,2.0,3,3695.0,Jaguar,d500a3ae-4b64-435a-8c40-982a61320e6f
77000.0,2010,1.0,,1499.0,Nissan,59aa5f81-c997-43a4-a714-9f53d59d0263
46219.0,2013,1.6,2,6995.0,Volvo,f6448687-8379-449a-ad61-f65d379043ff
96800.0,2009,1.6,,2750.0,Suzuki,2ce09683-f1aa-4c76-817f-356abbfaa209
64049.0,2013,1.4,5,4349.0,Vauxhall,ed7a76fe-912e-48a5-b879-ecd69dff623a
50000.0,2016,1.4,,5350.0,Vauxhall,66f31602-47e2-4d7c-be8e-86baf93a97cf
49000.0,2016,1.6,1,7450.0,Peugeot,6b3f5217-8be7-4c20-b85a-8dc8ba4d5004
36299.0,2003,1.6,,8995.0,Volkswagen,7103fce1-b04c-462e-9154-49ab45c6682a
11162.0,2018,1.0,,6495.0,Toyota,73c0bb39-0393-4e40-8adb-943312ee7eec
64950.0,2016,1.8,2,10495.0,Lexus,67a5fcf1-ea00-48c0-ab18-2b45aefd16ae
44717.0,2014,1.6,,6845.0,Vauxhall,aebbc155-a0dc-49de-b203-bdc5abd9c3d9
22900.0,2016,1.4,2,8495.0,Vauxhall,a794f322-7972-4ea1-b721-aa9414ea22d0
59534.0,2014,2.0,2,7995.0,Mazda,d4ae958b-3644-4ddb-933f-0dedbf74c105
28952.0,2013,2.0,,9295.0,Volkswagen,9cafc177-6901-4f66-8f3a-cabab3803a80
26946.0,2016,1.4,,6700.0,Vauxhall,65290d76-ec2c-4a31-b92b-e6e831876567
25056.0,2017,1.5,,12490.0,MINI,47063d20-a2b2-44e4-90a8-584f621f1b2b
50000.0,2016,1.4,,5350.0,Vauxhall,92266fd2-9c27-40ff-864c-43875060ecaf
17213.0,2014,1.2,,5400.0,Vauxhall,486ba164-ea0c-4810-a64e-5dbbcc506ab7
140000.0,2005,1.9,8,1990.0,Volkswagen,3f241aa2-f446-4a4b-9674-08333aec2272
59850.0,2013,1.25,2,3950.0,Ford,05fe627e-ed33-451b-ad03-d29a06775d89
86698.0,2009,1.6,5,849.0,Peugeot,cbbbcb17-84a4-42a9-a996-fc714c92e2a8
55561.0,2013,1.0,1,5495.0,Volkswagen,a79813c7-7cae-4c0d-aba6-01ba5c005b9c
24367.0,2017,1.6,,11000.0,Hyundai,61c40421-711c-4413-a802-b0274bc74db2
17063.0,2014,0.9,1,5990.0,Alfa Romeo,eb23a479-6422-410f-9f1c-d5181e295d67
